Username,Comment
Sathya,"Some right-wingers believe that private religion and liberalism will create many business tycoons.

 Please know that only Adani Group and Ambani are vacating all the departments.
  
 Being without competition is not democracy.

please repel new farmer bill"
Smiling World,"May modi eat computes ,currency notes"
Rajesh Ravindran,Hope farmers don't take it to Mumbai to block Bombay stock exchanges. If it happens result will be disastrous.
ASMR Lover,"Report ABP news 
Report Zee news
And  all godi media for
Spam and misleading"
Dr.Jasminder Singh,"Once in your life you need a doctor, a lawyer, a policeman, and a preacher. But every day, three times a day, you need a farmer..Support and respect farmers"
Anshu P,Yeah sab suffer blind aur sirf bolne per aaee hein.
Loop Hide,"What does these woman understand about law did they have gone through all three farms laws ? I doubt that they are paid protestors, so as rest of so called illitrate  taboo farmers"
Saddam Khan,Ek color missing he 
Reddy Yamuna,Shame to india ... Women on roads because of BJP govt...
Harsharan Gill,God bless all  stay happy healthy wise 
Syed muneer uddin,AAP.TAMAM.BHENO.KO.SALAM.
Sudhakar Maniam,"Arrest Tikait the union leader. He is the sole cause for all violence.
He was urged by Indian Oppn parties  for this violence."
ModiTheGandu,Modi and BJP are without a doubt the worst thing to ever happen to India. The economy has tanked. Discrimination against minorities is through the roof. One protest after another. The government's response is to use their media outlets to blame Pakistan. Why is your economy garbage? Pakistan. Why did China invade and take your land? Pakistan. Why was your pilot get captured in Pakistan? Pakistan
Petum Ronya,Prime minister Narendra Modi should be so shamed that he can't even face his citizens farmers who elected him .. so shameless bjp government....
Harjot kaur Sekhon,No Happy republic day . See it's not the definition of republic country where government is the only owner.
Mein Bird,Where are the RSS dogs right now?
lokesh yr,"Almost 90%soilders are from farmers background family, we all  eat food grown from farmers and take protection from their children's(army) so we should support those people's and  it is duty of every Indian  including modiji and amitji ,jai Jawan jai Kishan jai bharatmata."
Sitakant Sahoo,Oh india today. ...what a propaganda 
ਉਂਕਾਰ ਸਿੰਘ,"Outsiders like Americans will be laughing and joking that police are beating on the people because of their hands in the corporate takeover., hopefully the farmers get their rights before it gets out of hand."
Gokul Sarath,Khalistani people have infiltrated the protests.
kiran vijaysharma,THOSE FAKE FARMERS BROKE ALL THEIR PROMISE OF A PEACEFUL PROTEST AND TURNED INTO A TERRORIST ATTACK TYPE SITUATION IN OUR CAPITAL
vishal kumar,Same on you farmers
BIG FAN FOR PVS,The government should respect the demands of the farmers. We don't know what is wrong with them. We don't like the government decision on this issue.
Anwar Deen,"Police given permits to this Rally, then why police attacked the farmers, it is shame."
Anime Guido,"Govt. - this policy would help farmers grow.

Farmers - dismiss it otherwise we will destroy indian property as it costs nothing and we will ruin republic day which meant a lot respect to India

Great thinking "
MK,"Even after proof that the farmer laws are accepted by most farmers in India (except for Punjab, Haryana and western UP), as the laws benefit all farmers except agents and middle men, MSP and APMC still there in writing even, and the govt is willing to go ""line by line"" the laws which have been stopped for a period of 18 months to 24 months, these kisans still protest. They listen to foreign and local anti India forces and arecwilling to humilliate the country that has given them so much. Sad that many of these people are so easily manipulated."
Sarah,Republic day parade is only show off of nation but tractors rally is reality of India.
vemisetty shankerrao,What can formers do. Government get down.
sukhjit bhatti,i wacting live now on india today her reporter sandhu live show us damege buses than show us kisan catch the dehli police cop who damege these buses kisan show his id but india closed the live streaming because he was dehli cop but if he reletting to kisan morcha then it should be breaking news shame on inday today group. aaj tak godi media
scsekaran sc,"Farmers  ofcourse  very important. 
At the same time they should  not act and do protest  as per the evil and anti social  elements  guide lines"
ARALIA R,This is wht the fake kisaans and fake media wanted..superimposing pics of this menace over republic day..but they underestimated the smartness of the delhi police.well done delhi police.shame on your channel for singing the tunes of the fake andolankari ahenkaris
Martha Dkhar,What did you see on the eyes of famers?  What is the different between bureaucrat and farmers?  70 years of independence farmer suffer and contribute to the whole nation.
Ground Level Realities,Fake Farmers.... No one is protesting from our state only from Punjab i wonder why....lol
Kawal Singh,"Godi media murdabaad .. Shame on you Godi media . Your this shameful act will be written in the Indian histor and our future generations will spit on you... Jai jawaan, Jai  kisaan"
Parnam Saini,You are a truly a Godi Media. Shame on you.
Augustine Irudayasamy,"Government should have avoided this. This is most unfortunate. There are more people here than at Republic Parade watchers.(25,000) The entire india at confrontation state.  what a mess. For the same 2 people(Adani and ambari), they are sacrificing, the citizens. of india. They are interested people like Malaya, who will one day abscond from the country."
Martha Dkhar,A single stick of matches of Indian  farmers goes to Modi Luxury car and his company
Kanav Dutta,Shame on India media and India government
Martha Dkhar,Modi BJP will sale all root and institution on one men BJP sponsorship.
Syed,"Will begun ha ha ha     this is india today english standard 
Raajdeep teach him grammar."
Angela Paul,Shameless BJP govt !
Vishal Monga,You are showing old clips as farmers are holding tricolour and you are defaming Farmers
shree venu,Farmer should be given freedom to protest smoothly...
ZAILDAR GAMING,If your support in farmers than subscribe my channel 
AVINAB BISWAS,"Central government should think about farmers(kissan), not about Mukesh ambani or adani(business class)."
AVG,"Fake Farmers
Y only Punjab 
N not all India is protesting ??
Come to Maharashtra n see"
